iter	AUC	Logloss
882	0.9913707705	0.124710514
883	0.9913892642	0.1246353825
884	0.9914252328	0.1245052979
885	0.9914572471	0.1244055524
886	0.9914704523	0.1243805434
887	0.9914913478	0.1243184228
888	0.9915103752	0.1242666882
889	0.9915374245	0.1241706972
890	0.9915677891	0.1240335735
891	0.9915854823	0.1239326133
892	0.9916125073	0.1238495771
893	0.9916339203	0.1237470411
894	0.9916583252	0.1236536535
895	0.991685431	0.1235516889
896	0.991702259	0.1234723189
897	0.9917344755	0.1233464766
898	0.9917657054	0.1232523329
899	0.991802329	0.1230955156
900	0.9918257717	0.1229894732
901	0.9918532899	0.122900775
902	0.9918763525	0.1228079185
903	0.9918901723	0.1227630255
904	0.9919073964	0.1226718683
905	0.9919420065	0.1225606759
906	0.9919590124	0.1224476041
907	0.9919913582	0.1223102233
908	0.9920227903	0.1221798431
909	0.9920428852	0.1220975984
910	0.9920688266	0.1219806809
911	0.9920834065	0.1218942892
912	0.9920934175	0.1218577127
913	0.9921083775	0.1218049643
914	0.9921284238	0.1217100704
915	0.9921427854	0.1216685744
916	0.9921601713	0.1215908799
917	0.9921834765	0.1214920109
918	0.9922178925	0.1213596273
919	0.9922459363	0.121209964
920	0.9922638721	0.1211370124
921	0.9922934686	0.121018286
922	0.9923263158	0.1209203406
923	0.9923706782	0.1207709919
924	0.9924023529	0.1206767327
925	0.9924364939	0.1205435155
926	0.9924490603	0.1204764738
927	0.9924822633	0.120347448
928	0.9925067168	0.1202466806
929	0.9925247496	0.120169605
930	0.9925433242	0.1200809611
931	0.9925642196	0.1200148619
932	0.9925773682	0.1199447586
933	0.992604838	0.1198415114
934	0.992622984	0.1197334417
935	0.9926493378	0.1196351292
936	0.9926750123	0.119541345
937	0.9927027812	0.1194124516
938	0.9927255042	0.1193140711
939	0.9927491005	0.119200739
940	0.9927647883	0.1191311964
941	0.9927744031	0.1190907117
942	0.9927875921	0.1190070454
943	0.9928059969	0.1189125224
944	0.9928206253	0.1188345818
945	0.9928378818	0.1187617472
946	0.992867826	0.1186350152
947	0.9928915921	0.1185280907
948	0.9929237116	0.118387546
949	0.9929440409	0.1183287902
950	0.9929671521	0.1182288641
951	0.9929801955	0.1181634647
952	0.9930033633	0.1180893848
953	0.9930282534	0.1179724188
954	0.9930447094	0.1179201919
955	0.9930631061	0.1178449244
956	0.9930765943	0.1177657036
957	0.9930858048	0.1177276968
958	0.9931168811	0.1176053996
959	0.9931424505	0.1175049301
960	0.993169993	0.1174331554
961	0.9931960637	0.1173196826
962	0.9932197733	0.1172196814
963	0.9932285147	0.1171483227
964	0.993260246	0.1170195692
965	0.9932785861	0.1169186108
966	0.9933088942	0.1167860652
967	0.9933340674	0.116641359
968	0.9933586179	0.1165404062
969	0.9933765941	0.1164821786
970	0.9934109373	0.116340701
971	0.9934313395	0.116234019
972	0.9934450945	0.1161707478
973	0.9934671949	0.1160810577
974	0.993494794	0.1159884637
975	0.9935151799	0.1158818812
976	0.9935404987	0.1157807809
977	0.9935661085	0.1156357464
978	0.9935778986	0.115543416
979	0.9935943222	0.1154594089
980	0.9936128078	0.1153740185
981	0.9936366872	0.1152722243
982	0.9936661785	0.1151900601
983	0.9936981928	0.1150353012
984	0.9937130477	0.1149578983
985	0.993732245	0.1149013162
986	0.9937567874	0.1147691925
987	0.9937669359	0.1147149555
988	0.9937827368	0.1146399012
989	0.9938047159	0.1145541834
990	0.9938220047	0.1144246176
991	0.9938447196	0.114335268
992	0.99385224	0.1143098545
993	0.9938646447	0.1142587064
994	0.9938828554	0.1141614693
995	0.9939015351	0.1140428859
996	0.9939279859	0.113928064
997	0.9939439244	0.1137900542
998	0.9939643831	0.1137026461
999	0.993983823	0.1135844247
1000	0.9940012898	0.1135010892
1001	0.9940153036	0.113456323
1002	0.9940293417	0.1133757732
1003	0.9940491293	0.1132818157
1004	0.9940728792	0.1131382821
1005	0.9940883406	0.1130611678
1006	0.9941172739	0.1129441997
1007	0.9941308026	0.1128621644
1008	0.9941480429	0.1127656944
1009	0.9941607063	0.1126914299
1010	0.9941911681	0.1125516503
1011	0.9942127913	0.1124520116
1012	0.9942329832	0.1123902186
1013	0.994258496	0.1122587955
1014	0.9942857635	0.1121394354
1015	0.9943007397	0.1120243337
1016	0.9943198237	0.1119252051
1017	0.9943464444	0.1117843335
1018	0.9943727658	0.111682653
1019	0.9943918499	0.1115814699
1020	0.9944091064	0.1114969851
1021	0.9944320558	0.1113910692
1022	0.994453776	0.1113140045
1023	0.994459566	0.1112597515
1024	0.9944697792	0.1112230258
1025	0.9944832755	0.1111664348
1026	0.9944995212	0.1110841888
1027	0.9945195109	0.1110112667
1028	0.9945389508	0.110939682
1029	0.9945537086	0.1108605901
1030	0.9945768116	0.1107627289
1031	0.9945979577	0.1106606565
1032	0.9946154488	0.1105669382
1033	0.9946315813	0.1105037678
1034	0.9946541587	0.1103768422
1035	0.9946735743	0.1102257011
1036	0.9946946395	0.1101195869
1037	0.9947048285	0.1100480991
1038	0.9947237104	0.1099731024
1039	0.994742285	0.1099156879
1040	0.9947583204	0.1098121956
1041	0.9947691401	0.109743481
1042	0.9947802267	0.1096498926
1043	0.9947991733	0.1095442157
1044	0.9948146103	0.1094612339
1045	0.9948250014	0.109387101
1046	0.9948437216	0.1092858622
1047	0.9948649648	0.1091849849
1048	0.994879391	0.109128465
1049	0.9948977554	0.1090245019
1050	0.9949132976	0.1089213042
1051	0.9949406379	0.1087986521
1052	0.99496197	0.1087044907
1053	0.9949707923	0.1086515556
1054	0.9949897227	0.1085567833
1055	0.9950065911	0.1084674179
1056	0.9950282952	0.1083348172
1057	0.99504315	0.1082666373
1058	0.9950740242	0.1081227588
1059	0.9950898898	0.1080411374
1060	0.9951051166	0.1079572518
1061	0.9951108904	0.1079206525
1062	0.9951253166	0.1078186846
1063	0.9951407941	0.1077334555
1064	0.9951481043	0.1076975499
1065	0.995163323	0.1076122039
1066	0.9951707545	0.1075561281
1067	0.9951791644	0.1074908874
1068	0.9951972215	0.107390989
1069	0.9952128203	0.1073381906
1070	0.9952195886	0.1073036589
1071	0.9952329798	0.1072342925
1072	0.9952400231	0.107194487
1073	0.9952548294	0.1071106442
1074	0.9952701452	0.1070130032
1075	0.9952853801	0.1069215222
1076	0.9953000328	0.1068309088
1077	0.9953114185	0.106798786
1078	0.9953266211	0.1067305358
1079	0.9953364623	0.106652011
1080	0.9953469586	0.1066069911
1081	0.9953593955	0.1065285948
1082	0.9953711856	0.1064562593
1083	0.9953808004	0.1063898117
1084	0.9953890082	0.1063221891
1085	0.9953943048	0.1063021685
1086	0.9954089656	0.1062240912
1087	0.9954325781	0.1061097979
1088	0.9954496728	0.1060376126
1089	0.995466517	0.105926763
1090	0.9954736411	0.1059046631
1091	0.9954889245	0.1058191884
1092	0.9954997119	0.1057696576
1093	0.9955189496	0.1056795025
1094	0.9955287423	0.1056058474
1095	0.9955361172	0.1055336767
1096	0.9955565517	0.1054222833
1097	0.9955683498	0.1053439294
1098	0.9955781749	0.1053015297
1099	0.9955912588	0.1052404072
1100	0.9956093886	0.1051246707
1101	0.9956211383	0.1050501929
1102	0.9956358718	0.10499278
1103	0.995649174	0.1048993513
1104	0.9956604385	0.1048465252
1105	0.995668905	0.1047750711
1106	0.9956718323	0.1047555256
1107	0.9956844149	0.1046830598
1108	0.9957007253	0.1045937308
1109	0.9957143914	0.1045072587
1110	0.9957307422	0.1044154714
1111	0.9957431064	0.1043262974
1112	0.9957580745	0.1042152013
1113	0.9957717002	0.1041646411
1114	0.9957879701	0.1040676059
1115	0.9957948598	0.1039954424
1116	0.9958042725	0.1039455909
1117	0.9958209548	0.1038643244
1118	0.9958358097	0.1037884238
1119	0.9958480688	0.1036826484
1120	0.9958636109	0.1035901756
1121	0.9958712527	0.1035474406
1122	0.9958870294	0.1034648147
1123	0.9958957466	0.1033994994
1124	0.9959123076	0.1033054054
1125	0.9959224157	0.1032738348
1126	0.9959371978	0.103194509
1127	0.9959501927	0.1031076767
1128	0.9959662525	0.1030104554
1129	0.9959803553	0.1029484097
1130	0.9959909162	0.1028585639
1131	0.9960034825	0.1027791023
1132	0.9960181271	0.1026893969
1133	0.9960295452	0.1025938828
1134	0.996046268	0.1024697773
1135	0.9960571767	0.1024017704
1136	0.9960651661	0.1023409248
1137	0.9960866599	0.1022395971
1138	0.9960973988	0.1021693774
1139	0.9961056793	0.1020701779
1140	0.9961153426	0.1020170999
1141	0.9961298578	0.1019545688
1142	0.9961517802	0.1018460619
1143	0.9961647752	0.1017705981
1144	0.9961801314	0.101637526
1145	0.9961881532	0.101587065
1146	0.9962010511	0.1014896716
1147	0.9962120891	0.1014100164
1148	0.9962221972	0.1013463238
1149	0.9962358391	0.1012728838
1150	0.9962399308	0.1012117567
1151	0.9962512438	0.1011330027
1152	0.9962655407	0.1010465756
1153	0.996281568	0.1009507091
1154	0.9962938271	0.1008782307
1155	0.996298679	0.1008375348
1156	0.9963083423	0.1007722787
1157	0.9963195582	0.100697366
1158	0.9963397259	0.1005781609
1159	0.9963500766	0.1004990261
1160	0.996360314	0.1004199214
1161	0.9963686269	0.1003883893
1162	0.9963755489	0.100328303
1163	0.9963836677	0.1002208735
1164	0.9963984094	0.100143226
1165	0.9964095525	0.1000677405
1166	0.996421658	0.09999247244
1167	0.9964339736	0.09990221265
1168	0.996442513	0.09985055937
1169	0.9964541251	0.09976248787
1170	0.9964646699	0.09968486532
1171	0.9964759505	0.09962501231
1172	0.9964869238	0.09955691839
1173	0.9964982287	0.0994650277
1174	0.9965197872	0.09935902451
1175	0.9965314479	0.09928462767
1176	0.9965454052	0.09918335417
1177	0.9965569445	0.0990656593
1178	0.9965636806	0.09900887705
1179	0.9965754787	0.09892194196
1180	0.9965862822	0.09884011633
1181	0.9965949105	0.09878875619
1182	0.9966032719	0.09874419735
1183	0.9966087464	0.09872283151
1184	0.9966176496	0.09865285092
1185	0.9966220972	0.09862081139
1186	0.9966344857	0.09855534913
1187	0.996641723	0.09847059862
1188	0.9966465264	0.09844407002
1189	0.9966539498	0.09836934189
1190	0.9966611306	0.09832962273
1191	0.9966716753	0.09828175142
1192	0.9966859722	0.0981977764
1193	0.9966915518	0.09810433053
1194	0.9966973337	0.09805637729
1195	0.9967024767	0.09799531592
1196	0.9967120349	0.09792344056
1197	0.9967225311	0.09784007808
1198	0.9967360032	0.0977766478
1199	0.9967543271	0.09768427049
1200	0.9967654136	0.09763805479
1201	0.9967707103	0.0975898985
1202	0.9967876595	0.09750906394
1203	0.9967962635	0.09748065465
1204	0.9968065818	0.09737572704
1205	0.9968174258	0.09731628527
1206	0.9968306229	0.09723062104
1207	0.9968467392	0.09710440333
1208	0.9968621682	0.09703999894
1209	0.996874217	0.09697408477
1210	0.9968813816	0.09695586116
1211	0.9968910369	0.09687910426
1212	0.9968976354	0.09681997411
1213	0.9969169217	0.0966985804
1214	0.996923876	0.09666600902
1215	0.9969337981	0.09659259577
1216	0.9969383427	0.09654096454
1217	0.9969503915	0.09645626363
1218	0.9969655456	0.09635659131
1219	0.9969770607	0.09630466054
1220	0.9969868292	0.09622041408
1221	0.9970006004	0.09611713402
1222	0.9970092367	0.09605770869
1223	0.9970241078	0.09594694932
1224	0.9970382186	0.09584445616
1225	0.9970445989	0.09580055475
1226	0.9970600117	0.09570715908
1227	0.9970685672	0.09560820537
1228	0.9970712761	0.09559712159
1229	0.9970891391	0.09547638276
1230	0.9971025869	0.09536611899
1231	0.997110455	0.09528625431
1232	0.9971191965	0.09522232927
1233	0.9971276226	0.09514569403
1234	0.9971403992	0.0950368361
1235	0.997150289	0.09496377419
1236	0.997160769	0.09488871923
1237	0.9971778719	0.09475484992
1238	0.9971855621	0.09469237926
1239	0.9971957026	0.09461272396
1240	0.9972021475	0.09452870492
1241	0.9972110183	0.09445140679
1242	0.9972182234	0.09440731756
1243	0.997230531	0.09433604183
1244	0.9972430812	0.0942580746
1245	0.9972480948	0.09421833695
1246	0.9972577824	0.09415835262
1247	0.9972638068	0.09408267293
1248	0.9972682301	0.09400943188
1249	0.997278047	0.0939269228
1250	0.9972810633	0.09389143852
1251	0.9972866591	0.09384600928
1252	0.9973009237	0.09372640222
1253	0.9973084764	0.09365149314
1254	0.9973205495	0.09358003992
1255	0.9973253771	0.09351309615
1256	0.9973329218	0.09345662552
1257	0.9973340135	0.09341957366
1258	0.99733986	0.09339949418
1259	0.9973471944	0.09336025896
1260	0.9973545531	0.09330275261
1261	0.9973657933	0.09320500948
1262	0.9973707018	0.09317437736
1263	0.9973774135	0.09312615976
1264	0.9973835916	0.09308124252
1265	0.99739074	0.09301718138
1266	0.9973979046	0.09296981873
1267	0.9974051825	0.09290681388
1268	0.9974161235	0.09283968901
1269	0.9974239754	0.09277569146
1270	0.9974352722	0.09269931493
1271	0.9974448062	0.09261467299
1272	0.9974491486	0.09258910001
1273	0.9974542026	0.09253318548
1274	0.9974579386	0.09249772405
1275	0.9974651679	0.09246718444
1276	0.9974807181	0.09234242184
1277	0.9974913033	0.09227183467
1278	0.9975027457	0.09218783428
1279	0.9975090289	0.09212302898
1280	0.9975160641	0.09207002603
1281	0.9975227435	0.0920178175
1282	0.9975350026	0.09191398034
1283	0.9975389488	0.0918728832
1284	0.997547763	0.09181071641
1285	0.9975546284	0.09177711873
1286	0.9975640249	0.09167737692
1287	0.9975688121	0.09158944293
1288	0.9975769875	0.0915228934
1289	0.9975800766	0.09150066015
1290	0.9975896105	0.09141412023
1291	0.9975974301	0.09133184263
1292	0.9976043279	0.09127318421
1293	0.997615843	0.09119800956
1294	0.9976275845	0.09111101968
1295	0.997631369	0.09109475624
1296	0.9976368355	0.09105485509
1297	0.9976441699	0.09101837507
1298	0.997653065	0.09094541476
1299	0.9976631731	0.09087492817
1300	0.9976684374	0.09081547079
1301	0.997678222	0.09074247207
1302	0.9976831062	0.09068497804
1303	0.9976910067	0.09062775051
1304	0.9977019153	0.09055265497
1305	0.997707681	0.09049582297
1306	0.9977251882	0.09037461538
1307	0.997731997	0.09030641374
1308	0.9977440863	0.0901921117
1309	0.9977543399	0.0901414259
1310	0.997763049	0.09004384855
1311	0.9977712244	0.08996392583
1312	0.9977752111	0.0899210171
1313	0.9977802651	0.08986567203
1314	0.9977882707	0.08979384993
1315	0.9977944488	0.08974134424
1316	0.9977991874	0.08970605412
1317	0.9978048641	0.08965217511
1318	0.9978083737	0.08959774846
1319	0.9978186111	0.08950763984
1320	0.9978213524	0.0894781864
1321	0.9978324713	0.08942005754
1322	0.9978447223	0.08935628474
1323	0.9978566741	0.08924822969
1324	0.9978624802	0.08919466155
1325	0.9978652296	0.08913802974
1326	0.9978742864	0.08906241561
1327	0.9978797772	0.08898935699
1328	0.9978833514	0.088959409
1329	0.9978951657	0.08886295535
1330	0.9979054679	0.08880184733
1331	0.9979175086	0.0887214315
1332	0.9979214952	0.08870243113
1333	0.9979299213	0.08861021232
1334	0.9979397383	0.08854258226
1335	0.9979438624	0.08846547231
1336	0.9979518357	0.08839225728
1337	0.9979555797	0.08835123733
1338	0.997967394	0.0882409287
1339	0.9979714211	0.08817153405
1340	0.9979744535	0.08812849326
1341	0.9979826693	0.08806993885
1342	0.9979947667	0.08798392291
1343	0.998004802	0.0879021943
1344	0.9980107536	0.08783672451
1345	0.9980176676	0.08775496346
1346	0.9980216299	0.08772567565
1347	0.99802594	0.08766526706
1348	0.9980351262	0.08757649449
1349	0.9980478382	0.0874890643
1350	0.9980515175	0.08744939396
1351	0.9980579786	0.08739529154
1352	0.9980632348	0.08733348579
1353	0.9980694856	0.08728577101
1354	0.9980736744	0.08725132357
1355	0.9980772567	0.08722735154
1356	0.998087939	0.08712614692
1357	0.9980947397	0.08706347911
1358	0.9981045	0.08694841522
1359	0.9981135811	0.08684341323
1360	0.9981204142	0.08676888009
1361	0.998127781	0.08671778635
1362	0.9981295519	0.08668926185
1363	0.9981464284	0.0865904114
1364	0.998155558	0.08651204775
1365	0.9981623344	0.08645939119
1366	0.9981669356	0.08639738511
1367	0.9981702511	0.08636046801
1368	0.9981753456	0.08632621383
1369	0.9981825749	0.0862482473
1370	0.998187168	0.0861978963
1371	0.9981963623	0.08610251039
1372	0.998199888	0.08605268762
1373	0.9982036239	0.08602221096
1374	0.9982140555	0.08592753504
1375	0.9982232579	0.08581947717
1376	0.9982276569	0.08575209956
1377	0.9982330263	0.0856819851
1378	0.9982368593	0.08564602416
1379	0.998245059	0.08555607567
1380	0.9982506467	0.08547786248
1381	0.9982548598	0.08541765963
1382	0.998260213	0.08536774246
1383	0.9982635042	0.08533209993
1384	0.9982666175	0.08528014403
1385	0.9982734425	0.08522432649
1386	0.998278262	0.08518379524
1387	0.9982816664	0.0851064054
1388	0.9982884671	0.08503480238
1389	0.9982949525	0.08495331558
1390	0.9983017451	0.08489506616
1391	0.998307349	0.08483751925
1392	0.9983124516	0.08479398928
1393	0.9983166566	0.08473426418
1394	0.9983217753	0.08467265493
1395	0.9983255436	0.08460617398
1396	0.9983364522	0.08450070135
1397	0.9983401477	0.08444800125
1398	0.9983442395	0.08439477845
1399	0.998347838	0.08436007167
1400	0.9983536117	0.08429680747
1401	0.9983577196	0.08424706753
1402	0.9983622723	0.08419894002
1403	0.9983703992	0.08409099416
1404	0.9983795127	0.08399927106
1405	0.9983849144	0.08392899914
1406	0.9983867581	0.08391464038
1407	0.9983934133	0.08385336973
1408	0.9983996075	0.08377608483
1409	0.9984046697	0.08370801422
1410	0.9984128451	0.08363285792
1411	0.9984169853	0.08357595274
1412	0.9984197347	0.08350062758
1413	0.9984263171	0.08343869109
1414	0.9984331906	0.08337347576
1415	0.9984393768	0.08332903132
1416	0.9984441074	0.08327352476
1417	0.9984491371	0.08322076271
1418	0.9984525901	0.08315448556
1419	0.9984589137	0.08308432954
1420	0.9984624636	0.08306088794
1421	0.998469887	0.08300155299
1422	0.9984713507	0.08298236852
1423	0.9984740839	0.08295159892
1424	0.998479429	0.08288938321
1425	0.9984867069	0.08282793528
1426	0.9984894239	0.08277032973
1427	0.998494955	0.08272328603
1428	0.9984989255	0.08268925063
1429	0.9985066157	0.0825977546
1430	0.9985093166	0.08253032826
1431	0.9985144515	0.08248592866
1432	0.9985177751	0.08246817589
1433	0.9985246	0.08238396845
1434	0.9985304385	0.082324546
1435	0.9985347162	0.08226043179
1436	0.9985384683	0.08220364429
1437	0.9985448081	0.08212638951
1438	0.9985552477	0.08203279931
1439	0.9985643288	0.08192808169
1440	0.9985726417	0.08181921365
1441	0.998575375	0.0817707493
1442	0.9985783589	0.08174963082
1443	0.9985836878	0.08169384078
1444	0.998585289	0.08165808952
1445	0.9985929954	0.08159550034
1446	0.9985998042	0.08152216549
1447	0.9986061844	0.08143420572
1448	0.9986083192	0.08140746638
1449	0.9986158801	0.08133371574
1450	0.9986209018	0.08124932518
1451	0.9986251795	0.08118624175
1452	0.9986278561	0.08115580503
1453	0.9986356919	0.08106797307
1454	0.9986384575	0.08104475977
1455	0.9986428969	0.08098539193
1456	0.9986525926	0.08088535243
1457	0.9986587302	0.08080928664
1458	0.9986640592	0.08074179368
1459	0.9986705446	0.08067463754
1460	0.9986772563	0.08062010676
1461	0.9986839196	0.0805524375
1462	0.9986905505	0.08048995504
1463	0.9986971976	0.0804193181
1464	0.9987035616	0.08034558938
1465	0.998704063	0.08031967803
1466	0.9987085348	0.08025786952
1467	0.9987106211	0.08024628502
1468	0.9987150282	0.08018899953
1469	0.9987206887	0.08009522792
1470	0.9987205432	0.0800675735
1471	0.9987292281	0.0799760815
1472	0.9987344681	0.07990869284
1473	0.9987432904	0.07981257091
1474	0.9987507057	0.07974530528
1475	0.9987536249	0.07968261076
1476	0.9987586224	0.07960499091
1477	0.998760741	0.07958875577
1478	0.998761671	0.07957213901
1479	0.9987679137	0.07947341477
1480	0.9987737602	0.07940456883
1481	0.9987774153	0.07934395437
1482	0.9987820893	0.07929059207
1483	0.9987872161	0.07921859582
1484	0.9987912755	0.07912315955
1485	0.9987974293	0.07908577443
1486	0.9988033567	0.07900509661
1487	0.9988114998	0.07891822441
1488	0.9988134567	0.0788546065
1489	0.9988171926	0.07878779174
1490	0.9988222386	0.0786957606
1491	0.9988286592	0.07861007259
1492	0.9988322739	0.0785568651
1493	0.9988361392	0.07849048153
1494	0.9988445653	0.07838384299
1495	0.9988486166	0.07831143408
1496	0.9988534443	0.07823896592
1497	0.998856881	0.07817017035
1498	0.9988599053	0.07811780071
1499	0.9988627033	0.07808788384
1500	0.9988678543	0.07801829687
1501	0.9988707978	0.07797148281
1502	0.9988749704	0.07793464106
1503	0.9988787792	0.07790013022
1504	0.9988840273	0.07781417356
1505	0.9988866958	0.07778505586
1506	0.9988909574	0.07772242066
1507	0.9988953483	0.07765392018
1508	0.9989002811	0.07757477693
1509	0.9989031194	0.0775384065
1510	0.9989091034	0.07748111233
1511	0.998909904	0.0774426625
1512	0.9989150227	0.07738265715
1513	0.9989194056	0.07731286089
1514	0.9989233922	0.07725343904
1515	0.9989262952	0.07718369364
1516	0.9989268451	0.07715295386
1517	0.9989297401	0.07708910537
1518	0.9989338156	0.07707518749
1519	0.9989410045	0.07699595974
1520	0.9989461152	0.07693273864
1521	0.9989470128	0.0769183327
1522	0.998950118	0.07686655126
1523	0.9989516544	0.07682404786
1524	0.9989540399	0.07676759956
1525	0.9989597489	0.07668216184
1526	0.9989623528	0.07663920562
1527	0.9989646655	0.07661690343
1528	0.9989687815	0.07653720668
1529	0.9989730673	0.07649170001
1530	0.9989785419	0.0764408718
1531	0.998981453	0.07641492265
1532	0.9989852051	0.07637626432
1533	0.9989909223	0.07634437029
1534	0.9989928792	0.07629702633
1535	0.998995289	0.07624843865
1536	0.9989993888	0.07620393449
1537	0.9990021058	0.07615556124
1538	0.9990058014	0.07608950752
1539	0.9990105319	0.07601951218
1540	0.9990132328	0.07598165472
1541	0.9990159418	0.07594543845
1542	0.9990183111	0.07589981416
1543	0.9990223463	0.07583984174
1544	0.9990273437	0.07577577281
1545	0.9990297373	0.07572811604
1546	0.9990329476	0.07566967075
1547	0.9990349207	0.07562845993
1548	0.9990400475	0.07555582589
1549	0.9990416082	0.07553755496
1550	0.9990472768	0.07549938444
1551	0.9990502931	0.07544032527
1552	0.999053277	0.07538419305
1553	0.9990561315	0.07533439502
1554	0.9990573526	0.07531806496
1555	0.9990601505	0.07526109885
1556	0.9990622449	0.07523090636
1557	0.9990637409	0.07518895542
1558	0.9990686655	0.07511718874
1559	0.9990710187	0.07507412187
1560	0.9990740107	0.07500190049
1561	0.9990777871	0.0749526218
1562	0.9990787251	0.07493307175
1563	0.9990829139	0.07489281005
1564	0.99908741	0.07481557996
1565	0.9990885583	0.07480133579
1566	0.9990915422	0.07476183077
1567	0.9990939519	0.07474014803
1568	0.9990960382	0.07470775117
1569	0.9990977445	0.07466100781
1570	0.9991003402	0.07459003156
1571	0.9991005909	0.07455708554
1572	0.9991008578	0.07454385477
1573	0.9991034616	0.0745223943
1574	0.9991038417	0.07451261498
1575	0.9991070924	0.07445358962
1576	0.9991142328	0.0743644075
1577	0.9991170388	0.07431141296
1578	0.9991193111	0.07425483893
1579	0.9991249554	0.07417524855
1580	0.999128659	0.07411751589
1581	0.9991324354	0.07407721407
1582	0.9991346673	0.07403078133
1583	0.9991378776	0.07397099539
1584	0.9991429802	0.07389850357
1585	0.9991469264	0.07385551818
1586	0.9991516165	0.07379103718
1587	0.9991536947	0.07373890285
1588	0.9991562501	0.07368511471
1589	0.9991596464	0.07361811425
1590	0.9991653959	0.07353344858
1591	0.9991678056	0.07348275029
1592	0.9991707491	0.07341904259
1593	0.9991715173	0.07337412271
1594	0.9991725362	0.07334796889
1595	0.9991757061	0.07329138267
1596	0.9991778086	0.07323580126
1597	0.9991798059	0.0732167673
1598	0.9991809785	0.07316180924
1599	0.9991818276	0.07315051669
1600	0.9991842131	0.07312070606
1601	0.9991872374	0.0730568637
1602	0.9991914343	0.07302051043
1603	0.999194774	0.07294852933
1604	0.9991971514	0.07293207104
1605	0.9991999817	0.07285531158
1606	0.9992020195	0.07282263583
1607	0.9992058282	0.07276895589
1608	0.9992064104	0.07274841056
1609	0.9992080115	0.0727257142
1610	0.9992104132	0.07269788317
1611	0.999213017	0.07265845143
1612	0.9992168339	0.07258578992
1613	0.9992194296	0.07254113071
1614	0.9992224216	0.07250383545
1615	0.9992255511	0.07246184939
1616	0.9992278557	0.07241553915
1617	0.999232182	0.07236795126
1618	0.999233678	0.07235176036
1619	0.9992358128	0.07230175316
1620	0.9992369692	0.07227844704
1621	0.9992388371	0.07223815662
1622	0.9992452901	0.07216079828
1623	0.9992471581	0.07212218477
1624	0.9992508294	0.07210152645
1625	0.9992536515	0.07205412018
1626	0.9992576948	0.07198680826
1627	0.9992589886	0.07195590569
1628	0.999263889	0.07189525841
1629	0.9992683608	0.07181119104
1630	0.9992701722	0.07175782602
1631	0.9992740213	0.07167843735
1632	0.9992758974	0.07163260512
1633	0.9992792533	0.07156686297
1634	0.9992816469	0.07154518996
1635	0.9992884719	0.07145797714
1636	0.999293162	0.07138720365
1637	0.9992975934	0.07130403271
1638	0.9992990328	0.07127398826
1639	0.999304572	0.07119980215
1640	0.9993064804	0.07116600546
1641	0.9993094239	0.07110014531
1642	0.9993121086	0.07105399645
1643	0.9993163297	0.07097333878
1644	0.9993183918	0.07094949664
1645	0.9993199767	0.07091488658
1646	0.9993228879	0.07084750278
1647	0.9993256696	0.07078895418
1648	0.9993278287	0.07075702805
1649	0.9993324703	0.07068715348
1650	0.9993340714	0.07066765508
1651	0.9993349933	0.07063539727
1652	0.9993365702	0.07059756007
1653	0.9993387131	0.07056004321
1654	0.9993400635	0.07052570183
1655	0.9993405568	0.07051494532
1656	0.9993426916	0.07048339704
1657	0.9993459505	0.070416474
1658	0.9993475354	0.0703523165
1659	0.9993497349	0.07028416983
1660	0.9993530342	0.07021065512
1661	0.9993567378	0.07014316808
1662	0.9993591799	0.07009142337
1663	0.9993627865	0.07005372649
1664	0.9993657785	0.07000410357
1665	0.9993688675	0.06998859374
1666	0.9993713662	0.06992345308
1667	0.9993738326	0.06990091618
1668	0.9993756359	0.06984452816
1669	0.9993775524	0.06981338983
1670	0.9993787815	0.06975361105
1671	0.9993838032	0.06968413713
1672	0.9993855014	0.06963446758
1673	0.9993869569	0.06961205777
1674	0.9993890756	0.06958460292
1675	0.9993900621	0.06956497066
1676	0.9993912994	0.06954146111
1677	0.9993925609	0.06951670014
1678	0.9993960461	0.06945685847
1679	0.9993983669	0.06940425075
1680	0.9994023778	0.06930910371
1681	0.9994049817	0.06925140299
1682	0.9994060814	0.06921269809
1683	0.9994088713	0.0691607913
1684	0.9994098901	0.06914055446
1685	0.9994116287	0.06908961998
1686	0.9994133916	0.06903492417
1687	0.9994154132	0.06899749556
1688	0.9994157448	0.06898329435
1689	0.9994192058	0.06893207109
1690	0.9994211546	0.06888690391
1691	0.9994218339	0.06886075583
1692	0.9994260065	0.06880081176
1693	0.9994279068	0.06876776653
1694	0.9994319824	0.06871448497
1695	0.9994324433	0.06867150983
1696	0.9994358962	0.06864696725
1697	0.9994398343	0.0685696144
1698	0.9994406187	0.06853550953
1699	0.9994434894	0.06848644972
1700	0.999445511	0.06842667563
1701	0.999448689	0.06834595055
1702	0.9994522228	0.06828951529
1703	0.9994546649	0.06822334068
1704	0.9994576731	0.06814039958
1705	0.9994603901	0.06807636847
1706	0.999462808	0.06801006911
1707	0.9994636894	0.06796839869
1708	0.9994667057	0.0678881401
1709	0.9994679105	0.06787183836
1710	0.9994693176	0.06785709832
1711	0.999471137	0.06780915485
1712	0.9994735792	0.06776180755
1713	0.9994752935	0.06771024079
1714	0.9994788111	0.06766457684
1715	0.9994809944	0.06761435057
1716	0.9994827896	0.06755909329
1717	0.9994846091	0.06752789262
1718	0.9994865013	0.06746999726
